taxonID	datasetID	parentNameUsageID	acceptedNameUsageID	originalNameUsageID	scientificName	scientificNameAuthorship	canonicalName	genericName	specificEpithet	infraspecificEpithet	taxonRank	nameAccordingTo	namePublishedIn	taxonomicStatus	nomenclaturalStatus	taxonRemarks	kingdom	phylum	class	order	family	genus
3736963	7ddf754f-d193-4cc9-b351-99906754a03b	3170565.0			Castilleja lebgueana G.L.Nesom	G.L.Nesom	Castilleja lebgueana	Castilleja	lebgueana		species		Nesom, G. L. (1994). In: Phytologia 76(5): 406.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Castilleja
3737733	7ddf754f-d193-4cc9-b351-99906754a03b	3171955.0			Euphrasia microcarpa Pennell	Pennell	Euphrasia microcarpa	Euphrasia	microcarpa		species		Pennell. (1943). In: Scroph. W. Himal. (Acad. Nat. Sci. Philad., Monogr. 5) 108.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Euphrasia
3731062	7ddf754f-d193-4cc9-b351-99906754a03b	3171955.0			Euphrasia alba Pennell	Pennell	Euphrasia alba	Euphrasia	alba		species		Pennell. (1943). In: Scroph. W. Himal. (Acad. Nat. Sci. Philad., Monogr. 5) 107.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Euphrasia
3738818	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3171955.0			Euphrasia geminata Sennen, 1927	Sennen, 1927	Euphrasia geminata	Euphrasia	geminata		species		Bull. Soc. Bot. France 74: 392, nomen. 1927	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Euphrasia
3737131	7ddf754f-d193-4cc9-b351-99906754a03b	3171955.0			Euphrasia philippinensis Du Rietz	Du Rietz	Euphrasia philippinensis	Euphrasia	philippinensis		species		Du Rietz. (n.d.). In: Svensk Bot. Tidskr. 25: 502, 508 (1931 Publ. 1932).	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Euphrasia
7411449	7ddf754f-d193-4cc9-b351-99906754a03b	3171955.0			Euphrasia ×areschougii Wettst.	Wettst.	Euphrasia areschougii	Euphrasia	areschougii		species		Wettst. (1896). In: Monogr. Euphrasia: 289.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Euphrasia
3732808	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3173259.0			Orobanche kopsiopsis Beck	Beck	Orobanche kopsiopsis	Orobanche	kopsiopsis		species			accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Orobanche
7332472	7ddf754f-d193-4cc9-b351-99906754a03b	3173259.0			Orobanche haenseleri Reut.	Reut.	Orobanche haenseleri	Orobanche	haenseleri		species		Reut. (1847). In: A. DC., Prodr. 11: 22.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Orobanche
4933327	7ddf754f-d193-4cc9-b351-99906754a03b	3173259.0			Orobanche hadroantha Beck	Beck	Orobanche hadroantha	Orobanche	hadroantha		species		Beck. (1890). In: Biblioth. Bot. 4(19): 242.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Orobanche
3731890	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3173259.0			Orobanche ozanonis F.W.Schultz	F.W.Schultz	Orobanche ozanonis	Orobanche	ozanonis		species		Arch. Fl. Fr. 358 (1866).	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Orobanche
3731135	7ddf754f-d193-4cc9-b351-99906754a03b	3173259.0			Orobanche santolinae Loscos & Pardo	Loscos & Pardo	Orobanche santolinae	Orobanche	santolinae		species		Loscos, & Pardo. (1863). In: Ser. Inconf. Pl. Aragon.: 79.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Orobanche
3171685	7ddf754f-d193-4cc9-b351-99906754a03b	3171670.0			Pedicularis attollens A.Gray	A.Gray	Pedicularis attollens	Pedicularis	attollens		species		Proc. Amer. Acad. Arts 7: 384 (1868)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Pedicularis
3725146	7ddf754f-d193-4cc9-b351-99906754a03b	3171670.0			Pedicularis corydaloides Hand.-Mazz.	Hand.-Mazz.	Pedicularis corydaloides	Pedicularis	corydaloides		species		Hand.-Mazz. (1936). In: Symb. Sin. 7(4): 851-852.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Pedicularis
9458275	7ddf754f-d193-4cc9-b351-99906754a03b	3171670.0			Pedicularis interrupta Steph. ex Steven	Steph. ex Steven	Pedicularis interrupta	Pedicularis	interrupta		species			accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Pedicularis
7333195	7ddf754f-d193-4cc9-b351-99906754a03b	3171670.0			Pedicularis pantlingii Prain	Prain	Pedicularis pantlingii	Pedicularis	pantlingii		species		J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 58: 273 (1889)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Pedicularis
3723740	7ddf754f-d193-4cc9-b351-99906754a03b	3171670.0			Pedicularis graeca Bunge	Bunge	Pedicularis graeca	Pedicularis	graeca		species		Bunge. (1843). In: Bull. Sci. Acad. Imp. Sci. Pétersb. 1: 376.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Pedicularis
12253528	7ddf754f-d193-4cc9-b351-99906754a03b	3728101.0			Phelipanche pouyanii Joharchi & Vaezi	Joharchi & Vaezi	Phelipanche pouyanii	Phelipanche	pouyanii		species		Joharchi, & Vaezi. (2021). In: Nova Biol. Reperta 7(4): 462.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Phelipanche
3729272	7ddf754f-d193-4cc9-b351-99906754a03b	3728101.0			Phelipanche aedoi Carlón, G.Gómez, M.Laínz, Moreno Mor., Ó.Sánchez & Schneew.	Carlón, G.Gómez, M.Laínz, Moreno Mor., Ó.Sánchez & Schneew.	Phelipanche aedoi	Phelipanche	aedoi		species		Carlón, G. Gómez, M. Laínz, Moreno Mor., Ó. Sánchez & Schneew. (2008). In: Doc. Jard. Bot. Atlántico 6: 60.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Phelipanche
9407438	7ddf754f-d193-4cc9-b351-99906754a03b	3728101.0			Phelipanche sevanensis Piwow., Ó.Sánchez & Moreno Mor.	Piwow., Ó.Sánchez & Moreno Mor.	Phelipanche sevanensis	Phelipanche	sevanensis		species		Piwow., Ó. Sánchez & Moreno Mor. (2017). In: Phytotaxa 292(3): 232.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Phelipanche
8259397	7ddf754f-d193-4cc9-b351-99906754a03b	3728101.0			Phelipanche lainzii Gómez Nav., Roselló, Peris, A.Valdés & Sanchis	Gómez Nav., Roselló, Peris, A.Valdés & Sanchis	Phelipanche lainzii	Phelipanche	lainzii		species		Gómez Nav., Roselló, Peris, A. Valdés & Sanchis. (2012). In: Flora Montiber. 50: 17.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Phelipanche
3729169	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3728101.0			Phelipanche coerulea Pomel, 1874	Pomel, 1874	Phelipanche coerulea	Phelipanche	coerulea		species		Nouv. Mat. Fl. Atl. 1: 103. 1874 [post 10 Mar 1874] ; alt. bibliogr.: Bull. Soc. Sci. Phys. Algérie 11: 103. 1874	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Phelipanche
3729176	7ddf754f-d193-4cc9-b351-99906754a03b	3171157.0			Striga passargei Engl.	Engl.	Striga passargei	Striga	passargei		species		Engl. (1897). In: Bot. Jahrb. Syst. 23: 515, T. 12, Ff. M & N.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Striga
3729583	7ddf754f-d193-4cc9-b351-99906754a03b	3171157.0			Striga alba Pennell	Pennell	Striga alba	Striga	alba		species		Pennell. (1943). In: J. Arnold Arbor. 24: 264.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Striga
3729478	7ddf754f-d193-4cc9-b351-99906754a03b	3171157.0			Striga chrysantha A.Raynal	A.Raynal	Striga chrysantha	Striga	chrysantha		species		Raynal, A. (1969). In: Bull. Jard. Bot. Nat. Belg. 39: 378.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Striga
3729412	7ddf754f-d193-4cc9-b351-99906754a03b	3171157.0			Striga ellenbergeri A.Raynal	A.Raynal	Striga ellenbergeri	Striga	ellenbergeri		species		Raynal, A. (n.d.). In: Bull. Mus. Nation. Hist. Nat., B, Adansonia, Ser. 4, 11(4): 351 (1989 Publ. 1990).	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Striga
7931772	7ddf754f-d193-4cc9-b351-99906754a03b	3171157.0			Striga kamalii Omalsree, K.M.P.Kumar, M.Sabu & Sunojk.	Omalsree, K.M.P.Kumar, M.Sabu & Sunojk.	Striga kamalii	Striga	kamalii		species		Omalsree, K. M. P. Kumar, M. Sabu & Sunojk. (2015). In: Phytotaxa 212(2): 166.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Striga
3739427	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3172000.0			Antirrhinum rosmarinifolium Noronha, 1790	Noronha, 1790	Antirrhinum rosmarinifolium	Antirrhinum	rosmarinifolium		species		Verh. Batav. Genootsch. Kunst. 5(Art. 4): 6. 1790	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Antirrhinum
3739377	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3172000.0			Antirrhinum sabulosum L. ex B.D.Jacks.	L. ex B.D.Jacks.	Antirrhinum sabulosum	Antirrhinum	sabulosum		species		Index Linn. Herb. 36 (1912), nomen.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Antirrhinum
3740180	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3172000.0			Antirrhinum littorale Bernh., 1815	Bernh., 1815	Antirrhinum littorale	Antirrhinum	littorale		species		Fl. Franc. [de Candolle & Lamarck], ed. 3. 6: 410. 1815 ; Poir. Encyc. Suppl. 4: 20	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Antirrhinum
3740524	7ddf754f-d193-4cc9-b351-99906754a03b	3172000.0			Antirrhinum grosii Font Quer	Font Quer	Antirrhinum grosii	Antirrhinum	grosii		species		Font Quer. (1925). In: Bol. Soc. Esp. Hist. Nat. 25: 268.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Antirrhinum
3741543	7ddf754f-d193-4cc9-b351-99906754a03b	3172000.0			Antirrhinum ×albanchezii Mateu	Mateu	Antirrhinum albanchezii	Antirrhinum	albanchezii		species		Mateu. (2003). In: Acta Bot. Gallica 150: 423.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Antirrhinum
3731273	7ddf754f-d193-4cc9-b351-99906754a03b	3171166.0			Bacopa congesta Chodat & Hassl.	Chodat & Hassl.	Bacopa congesta	Bacopa	congesta		species		Chodat & Hassl. (1904). In: Bull. Herb. Boissier Ser. II. 4: 289.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Bacopa
3736213	7ddf754f-d193-4cc9-b351-99906754a03b	3171166.0			Bacopa pennellii G.M.Barroso & Ichaso	G.M.Barroso & Ichaso	Bacopa pennellii	Bacopa	pennellii		species		Barroso, G. M., & Ichaso. (1974). In: Rodriguesia, 27(39): 95.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Bacopa
7516172	bae5856f-da10-4333-90a0-5a2135361b30	3171166.0			Bacopa harmandii (Bonati)	(Bonati)	Bacopa harmandii	Bacopa	harmandii		species			accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Bacopa
8140491	7ddf754f-d193-4cc9-b351-99906754a03b	3171166.0			Bacopa punctata Engl.	Engl.	Bacopa punctata	Bacopa	punctata		species		Engl. (1896). In: Bot. Jahrb. Syst. 23: 499.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Bacopa
7729540	d9a4eedb-e985-4456-ad46-3df8472e00e8	3171166.0			Bacopa valeroi Standl. & L.O.Williams	Standl. & L.O.Williams	Bacopa valeroi	Bacopa	valeroi		species		Ceiba, 1: 163, 1950	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Bacopa
7575471	7ddf754f-d193-4cc9-b351-99906754a03b	3039547.0			Callitriche compressa N.E.Br.	N.E.Br.	Callitriche compressa	Callitriche	compressa		species		N. E. Br. (1912). In: Bull. Misc. Inform. Kew 1912: 276.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Callitriche
8247050	7ddf754f-d193-4cc9-b351-99906754a03b	3039547.0			Callitriche raveniana Lansdown	Lansdown	Callitriche raveniana	Callitriche	raveniana		species		Lansdown. (2006). In: Novon 16(3): 360.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Callitriche
7378870	bae5856f-da10-4333-90a0-5a2135361b30	3039547.0			Callitriche mexicana M.E.Jones	M.E.Jones	Callitriche mexicana	Callitriche	mexicana		species		Contr. W. Bot. 15: 124. 1929 [6 Jun 1929] Description incomplete	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Callitriche
7827867	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3039547.0			Callitriche reflexa Lange	Lange	Callitriche reflexa	Callitriche	reflexa		species		in Cutanda, Fl. Matrit. 292.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Callitriche
11932442	7ddf754f-d193-4cc9-b351-99906754a03b	3039547.0			Callitriche schotsmaniana Lansdown & Hassemer	Lansdown & Hassemer	Callitriche schotsmaniana	Callitriche	schotsmaniana		species		Lansdown, & Hassemer. (2021). In: Phytotaxa 501(1): 109.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Callitriche
8081120	7ddf754f-d193-4cc9-b351-99906754a03b	3172158.0			Limnophila glandulifera Philcox	Philcox	Limnophila glandulifera	Limnophila	glandulifera		species		Philcox. (1967). In: Kew Bull. 21: 157.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Limnophila
7868797	7ddf754f-d193-4cc9-b351-99906754a03b	3172158.0			Limnophila brownii Wannan	Wannan	Limnophila brownii	Limnophila	brownii		species		Wannan. (1986). In: Taxon 35(3): 597.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Limnophila
8288443	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3172158.0			Limnophila javanica A.DC., 1846	A.DC., 1846	Limnophila javanica	Limnophila	javanica		species		Prodr. [A. P. de Candolle] 10: 594. 1846 [8 Apr 1846]	accepted		Possible variant of Limnophila javanica Benth.	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Limnophila
7572731	7ddf754f-d193-4cc9-b351-99906754a03b	3172158.0			Limnophila tillaeoides Hook.fil.	Hook.fil.	Limnophila tillaeoides	Limnophila	tillaeoides		species		Hook. fil. (1884). In: Fl. Brit. Ind. 4: 270.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Limnophila
8370084	7ddf754f-d193-4cc9-b351-99906754a03b	3172158.0			Limnophila villosa Blume	Blume	Limnophila villosa	Limnophila	villosa		species		Blume. (1826). In: Bijdr. Fl. Ned. Ind. 750.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Limnophila
7665415	7ddf754f-d193-4cc9-b351-99906754a03b	3172168.0			Linaria melampyroides Kuprian.	Kuprian.	Linaria melampyroides	Linaria	melampyroides		species		Kuprian. (1950). In: Acta Inst. Bot. Acad. Sci. URSS, Ser. 1, Fasc. 9, 68.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria
7427619	7ddf754f-d193-4cc9-b351-99906754a03b	3172168.0			Linaria melanogramma Rech.fil., Aellen & Esfand.	Rech.fil., Aellen & Esfand.	Linaria melanogramma	Linaria	melanogramma		species		Rech. fil., Aellen & Esfand. (1950). In: Anz. Österr. Akad. Wiss., Math.-Naturwiss. Kl. 87: 90.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria
7591798	7ddf754f-d193-4cc9-b351-99906754a03b	3172168.0			Linaria depauperata Leresche ex Lange	Leresche ex Lange	Linaria depauperata	Linaria	depauperata		species		M.Willkomm & J.M.C.Lange, Prodr. Fl. Hispan. 2: 569 (1870)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria
8163557	7ddf754f-d193-4cc9-b351-99906754a03b	3172168.0			Linaria paradoxa Murb.	Murb.	Linaria paradoxa	Linaria	paradoxa		species		Murb. (1898). In: Act. Univ. Lund. 34: Afd. II. No. 7 19.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria
8088111	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3172168.0			Linaria aphylla F.Dietr.	F.Dietr.	Linaria aphylla	Linaria	aphylla		species		Nachtr. Vollst. Lex. Gärtn. 4: 396. 1818; Steud. Nom. ed. I. 482; Spreng. Syst. ii. 797.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria
3171329	7ddf754f-d193-4cc9-b351-99906754a03b	3171306.0			Penstemon ×dubius Davidson	Davidson	Penstemon dubius	Penstemon	dubius		species		Davidson. (1929). In: Bull. S. Calif. Acad. Sci. 28: 6.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Penstemon
3171380	7ddf754f-d193-4cc9-b351-99906754a03b	3171306.0			Penstemon calycosus Small	Small	Penstemon calycosus	Penstemon	calycosus		species		Small. (1898). In: Bull. Torr. Bot. Club, 470.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Penstemon
3171373	7ddf754f-d193-4cc9-b351-99906754a03b	3171306.0			Penstemon grinnellii Eastw.	Eastw.	Penstemon grinnellii	Penstemon	grinnellii		species		Eastw. (1905). In: Bull. Torr. Bot. Club, 207.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Penstemon
3171350	7ddf754f-d193-4cc9-b351-99906754a03b	3171306.0			Penstemon anguineus Eastw.	Eastw.	Penstemon anguineus	Penstemon	anguineus		species		Eastw. (1905). In: Bull. Torr. Bot. Club, 208.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Penstemon
3171433	7ddf754f-d193-4cc9-b351-99906754a03b	3171306.0			Penstemon paysoniorum D.D.Keck	D.D.Keck	Penstemon paysoniorum	Penstemon	paysoniorum		species		Keck, D. D. (1947). In: Leafl. West. Bot. 5: 57.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Penstemon
4156406	7ddf754f-d193-4cc9-b351-99906754a03b	3189695.0			Plantago floccosa Decne.	Decne.	Plantago floccosa	Plantago	floccosa		species		Decne. (1852). In: Prodr. [A. DC.] 13: I. 723.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Plantago
4155968	7ddf754f-d193-4cc9-b351-99906754a03b	3189695.0			Plantago gunnii Hook.fil.	Hook.fil.	Plantago gunnii	Plantago	gunnii		species		Hook. fil. (1846). In: Hook. Lond. J. Bot. 5: 446.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Plantago
4155948	7ddf754f-d193-4cc9-b351-99906754a03b	3189695.0			Plantago turrifera B.G.Briggs, Carolin & Pulley	B.G.Briggs, Carolin & Pulley	Plantago turrifera	Plantago	turrifera		species		Briggs, B. G., Carolin, & Pulley. (1973). In: Contrib. New S. Wales Nation. Herb. 4(7): 396.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Plantago
11118783	7ddf754f-d193-4cc9-b351-99906754a03b	3189695.0			Plantago oelandica Shipunov	Shipunov	Plantago oelandica	Plantago	oelandica		species		Shipunov. (n.d.). In: Nom. Nov. Prov.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Plantago
4155826	7ddf754f-d193-4cc9-b351-99906754a03b	3189695.0			Plantago himalaica Pilg.	Pilg.	Plantago himalaica	Plantago	himalaica		species		Pilg. (1937). In: Engl. Pflanzenreich, Plantaginac. 62.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Plantago
7768728	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3172047.0			Veronica anagallis Tate, 1885	Tate, 1885	Veronica anagallis	Veronica	anagallis		species		Transactions and Proceedings of the Royal Society of South Australia 7  1885	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica
3725358	bae5856f-da10-4333-90a0-5a2135361b30	3172047.0			Veronica sutchuensis Franch.	Franch.	Veronica sutchuensis	Veronica	sutchuensis		species		Franchet MA (1900) Les Scrofularinees De La Chine, Dans L'Herbier Du Muséum De Paris. Bulletin de la Société Botanique de France 47: 10-37. doi: 10.1080/00378941.1900.10828871.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica
3731711	7ddf754f-d193-4cc9-b351-99906754a03b	3172047.0			Veronica elliptica G.Forst.	G.Forst.	Veronica elliptica	Veronica	elliptica		species		G. Forst. (1786). In: Fl. Ins. Austr.: 3.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica
3725105	7ddf754f-d193-4cc9-b351-99906754a03b	3172047.0			Veronica tetrasticha Hook.fil.	Hook.fil.	Veronica tetrasticha	Veronica	tetrasticha		species		Hook. fil. (1864). In: Handb. N. Zeal. Fl. 212.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica
3733446	7ddf754f-d193-4cc9-b351-99906754a03b	3172047.0			Veronica bungei Boiss.	Boiss.	Veronica bungei	Veronica	bungei		species		Boiss. (1879). In: Fl. Orient. 4: 463.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica
3173331	7ddf754f-d193-4cc9-b351-99906754a03b	3173330.0			Buddleja saligna Willd.	Willd.	Buddleja saligna	Buddleja	saligna		species		Willd. (1809). In: Enum. Hort. Berol. 159.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja
4055490	7ddf754f-d193-4cc9-b351-99906754a03b	3173330.0			Buddleja nitida Benth.	Benth.	Buddleja nitida	Buddleja	nitida		species		Benth. (1846). In: Prodr. [A. DC.] 10: 437.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja
7288289	7ddf754f-d193-4cc9-b351-99906754a03b	3173330.0			Buddleja americana L.	L.	Buddleja americana	Buddleja	americana		species		L. (1753). In: Sp. Pl. 112.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja
4055765	046bbc50-cae2-47ff-aa43-729fbf53f7c5	3173330.0			Buddleja mendozinensis Gillies ex Benth., 1846	Gillies ex Benth., 1846	Buddleja mendozinensis	Buddleja	mendozinensis		species		Prodr. [A. P. de Candolle] 10: 443. 1846 [8 Apr 1846]	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja
7288273	7ddf754f-d193-4cc9-b351-99906754a03b	3173330.0			Buddleja skutchii C.V.Morton	C.V.Morton	Buddleja skutchii	Buddleja	skutchii		species		Phytologia 1: 148 (1935)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja
7615842	7ddf754f-d193-4cc9-b351-99906754a03b	3233433.0			Eremophila recurva Chinnock	Chinnock	Eremophila recurva	Eremophila	recurva		species		Chinnock. (2007). In: Eremophila 536.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Eremophila
7835661	7ddf754f-d193-4cc9-b351-99906754a03b	3233433.0			Eremophila foliosissima Kraenzl.	Kraenzl.	Eremophila foliosissima	Eremophila	foliosissima		species		Kraenzl. (1925). In: Bull. Misc. Inform. Kew 1925: 281.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Eremophila
7621628	7ddf754f-d193-4cc9-b351-99906754a03b	3233433.0			Eremophila annosocaulis Chinnock	Chinnock	Eremophila annosocaulis	Eremophila	annosocaulis		species		Chinnock. (2007). In: Eremophila 388.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Eremophila
7666696	7ddf754f-d193-4cc9-b351-99906754a03b	3233433.0			Eremophila canaliculata Chinnock	Chinnock	Eremophila canaliculata	Eremophila	canaliculata		species		Chinnock. (2007). In: Eremophila 352.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Eremophila
7604594	7ddf754f-d193-4cc9-b351-99906754a03b	3233433.0			Eremophila decipiens Ostenf.	Ostenf.	Eremophila decipiens	Eremophila	decipiens		species		Biol. Meddel. Kongel. Danske Vidensk. Selsk. 3(2): 120 (1921)	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Eremophila
3740778	7ddf754f-d193-4cc9-b351-99906754a03b	7333225.0			Jamesbrittenia myriantha Hilliard	Hilliard	Jamesbrittenia myriantha	Jamesbrittenia	myriantha		species		Hilliard. (1992). In: Edinburgh J. Bot. 49(2): 231.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Jamesbrittenia
3740917	7ddf754f-d193-4cc9-b351-99906754a03b	7333225.0			Jamesbrittenia giessii Hilliard	Hilliard	Jamesbrittenia giessii	Jamesbrittenia	giessii		species		Hilliard. (1992). In: Edinburgh J. Bot. 49(2): 229.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Jamesbrittenia
3741102	7ddf754f-d193-4cc9-b351-99906754a03b	7333225.0			Jamesbrittenia angolensis Hilliard	Hilliard	Jamesbrittenia angolensis	Jamesbrittenia	angolensis		species		Hilliard. (1992). In: Edinburgh J. Bot. 49(2): 226.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Jamesbrittenia
3741052	7ddf754f-d193-4cc9-b351-99906754a03b	7333225.0			Jamesbrittenia barbata Hilliard	Hilliard	Jamesbrittenia barbata	Jamesbrittenia	barbata		species		Hilliard. (1992). In: Edinburgh J. Bot. 49(2): 227.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Jamesbrittenia
3741077	7ddf754f-d193-4cc9-b351-99906754a03b	7333225.0			Jamesbrittenia aspleniifolia Hilliard	Hilliard	Jamesbrittenia aspleniifolia	Jamesbrittenia	aspleniifolia		species		Hilliard. (1992). In: Edinburgh J. Bot. 49(2): 227.	accepted			Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Jamesbrittenia
